match_id,season,date,home_team,away_team,result,home_odds,tie_odds,away_odds,avg_pts_home,avg_pts_away,avg_wins_home,avg_wins_away,avg_ties_home,avg_ties_away,avg_losses_home,avg_losses_away,avg_goals_for_home,avg_goals_for_away,avg_goals_ag_home,avg_goals_ag_away,avg_pts_home_at_home,avg_pts_away_at_away,avg_wins_home_at_home,avg_wins_away_at_away,avg_ties_home_at_home,avg_ties_away_at_away,avg_losses_home_at_home,avg_losses_away_at_away,avg_goals_for_home_at_home,avg_goals_for_away_at_away,avg_goals_ag_home_at_home,avg_goals_ag_away_at_away,mom_pts_home,mom_pts_away,mom_wins_home,mom_wins_away,mom_ties_home,mom_ties_away,mom_losses_home,mom_losses_away,mom_goals_for_home,mom_goals_for_away,mom_goals_ag_home,mom_goals_ag_away,mom_pts_home_at_home,mom_pts_away_at_away,mom_wins_home_at_home,mom_wins_away_at_away,mom_ties_home_at_home,mom_ties_away_at_away,mom_losses_home_at_home,mom_losses_away_at_away,mom_goals_for_home_at_home,mom_goals_for_away_at_away,mom_goals_ag_home_at_home,mom_goals_ag_away_at_away
2002259,2002/2003,08/02/2003,Birmingham,Chelsea,2,3.842857143,3.221428571,1.825714286,1,1.730769231,0.230769231,0.461538462,0.307692308,0.346153846,0.461538462,0.192307692,0.846153846,1.730769231,1.423076923,1,1.083333333,1.307692308,0.25,0.307692308,0.333333333,0.384615385,0.416666667,0.307692308,0.916666667,1.384615385,1.25,1.230769231,1,7,0,2,1,1,4,2,3,11,12,9,0,0,0,0,0,0,2,2,0,3,5,5
2002260,2002/2003,08/02/2003,Blackburn,Southampton,1,2.164285714,3.178571429,2.936428571,1.307692308,1.5,0.307692308,0.384615385,0.384615385,0.346153846,0.307692308,0.269230769,1.192307692,1.076923077,1.192307692,0.961538462,1.538461538,1.083333333,0.384615385,0.25,0.384615385,0.333333333,0.230769231,0.416666667,1.384615385,0.833333333,1.076923077,1.166666667,5,7,1,2,2,1,2,2,3,4,6,5,4,4,1,1,1,1,0,0,2,3,1,2
2002261,2002/2003,08/02/2003,Charlton,Everton,1,2.271428571,3.185714286,2.738571429,1.5,1.730769231,0.423076923,0.5,0.230769231,0.230769231,0.346153846,0.269230769,1.307692308,1.307692308,1.269230769,1.153846154,1.5,1.307692308,0.416666667,0.384615385,0.25,0.153846154,0.333333333,0.461538462,1.5,1.076923077,1.416666667,1.384615385,10,10,3,3,1,1,1,1,10,11,8,8,4,3,1,1,1,0,0,1,5,5,3,5
2002262,2002/2003,08/02/2003,Fulham,Aston Villa,1,2.285714286,3.192857143,2.702857143,1.08,1.346153846,0.28,0.384615385,0.24,0.192307692,0.48,0.423076923,1.04,1.153846154,1.32,1.038461538,1.666666667,0.583333333,0.5,0.083333333,0.166666667,0.333333333,0.333333333,0.583333333,1.166666667,0.75,0.833333333,1.5,4,10,1,3,1,1,3,1,3,11,7,4,3,4,1,1,0,1,1,0,1,6,1,3
2002263,2002/2003,08/02/2003,Leeds,West Ham,1,1.719142857,3.371428571,4.182857143,1.192307692,0.769230769,0.346153846,0.153846154,0.153846154,0.307692308,0.5,0.538461538,1.269230769,1.076923077,1.307692308,1.961538462,1.166666667,0.916666667,0.333333333,0.25,0.166666667,0.166666667,0.5,0.583333333,1.083333333,1.25,1.166666667,2.416666667,4,4,1,1,1,1,3,3,5,7,7,13,4,0,1,0,1,0,0,2,2,3,0,7
2002264,2002/2003,08/02/2003,Liverpool,Middlesboro,X,1.481,3.607142857,6.028571429,1.615384615,1.2,0.423076923,0.32,0.346153846,0.24,0.230769231,0.44,1.423076923,1.16,0.961538462,1.16,1.692307692,0.333333333,0.384615385,0.083333333,0.538461538,0.083333333,0.076923077,0.833333333,1.461538462,0.333333333,0.846153846,1.083333333,8,1,2,0,2,1,1,4,7,4,4,10,2,0,0,0,2,0,0,2,3,0,3,2
2002265,2002/2003,08/02/2003,Tottenham,Sunderland,1,1.502857143,3.514285714,5.971428571,1.5,0.730769231,0.423076923,0.153846154,0.230769231,0.269230769,0.346153846,0.576923077,1.384615385,0.653846154,1.384615385,1.461538462,2,0.615384615,0.583333333,0.076923077,0.25,0.384615385,0.166666667,0.538461538,1.75,0.692307692,1.25,1.615384615,7,1,2,0,1,1,2,4,6,3,6,8,3,0,1,0,0,0,1,2,4,2,4,4
2002266,2002/2003,08/02/2003,West Brom,Bolton,X,2.264285714,3.178571429,2.764285714,0.8,0.923076923,0.2,0.192307692,0.2,0.346153846,0.6,0.461538462,0.76,1.115384615,1.48,1.653846154,1,0.692307692,0.25,0.153846154,0.25,0.230769231,0.5,0.615384615,0.833333333,0.846153846,1.333333333,1.769230769,4,5,1,1,1,2,3,2,3,6,6,6,0,1,0,0,0,1,2,1,1,1,4,2
2002267,2002/2003,09/02/2003,Man United,Man City,X,1.425714286,3.75,6.728571429,2.038461538,1.423076923,0.615384615,0.423076923,0.192307692,0.153846154,0.192307692,0.423076923,1.653846154,1.423076923,0.923076923,1.423076923,2.615384615,1.153846154,0.846153846,0.307692308,0.076923077,0.230769231,0.076923077,0.461538462,1.923076923,1.076923077,0.615384615,1.384615385,15,7,5,2,0,1,0,2,10,9,3,8,6,1,2,0,0,1,0,1,4,2,2,4
2002268,2002/2003,09/02/2003,Newcastle,Arsenal,X,2.692142857,3.171428571,2.332142857,1.92,2.153846154,0.6,0.653846154,0.12,0.192307692,0.28,0.153846154,1.64,2.153846154,1.24,1.076923077,2.769230769,1.583333333,0.923076923,0.416666667,0,0.333333333,0.076923077,0.25,1.846153846,1.916666667,0.538461538,1.25,13,13,4,4,1,1,0,0,7,14,2,6,6,4,2,1,0,1,0,0,3,6,0,2
2002269,2002/2003,19/02/2003,Fulham,West Brom,1,1.692,3.25,4.576142857,1.153846154,0.807692308,0.307692308,0.192307692,0.230769231,0.230769231,0.461538462,0.576923077,1.076923077,0.769230769,1.307692308,1.461538462,1.769230769,0.615384615,0.538461538,0.153846154,0.153846154,0.153846154,0.307692308,0.692307692,1.230769231,0.692307692,0.846153846,1.615384615,7,5,2,1,1,2,2,2,5,4,7,6,6,4,2,1,0,1,0,0,3,2,1,1
2002270,2002/2003,22/02/2003,Bolton,Man United,X,5.5,3.435714286,1.547714286,0.925925926,2,0.185185185,0.592592593,0.37037037,0.222222222,0.444444444,0.185185185,1.111111111,1.62962963,1.62962963,0.925925926,1.153846154,1.461538462,0.230769231,0.384615385,0.461538462,0.307692308,0.307692308,0.307692308,1.384615385,1.384615385,1.538461538,1.230769231,5,13,1,4,2,1,2,0,7,9,7,3,3,6,1,2,0,0,1,0,5,3,4,0
2002271,2002/2003,22/02/2003,Charlton,Aston Villa,1,2.042857143,3.2,3.192857143,1.555555556,1.296296296,0.444444444,0.37037037,0.222222222,0.185185185,0.333333333,0.444444444,1.333333333,1.148148148,1.259259259,1.074074074,1.615384615,0.538461538,0.461538462,0.076923077,0.230769231,0.307692308,0.307692308,0.615384615,1.538461538,0.769230769,1.384615385,1.538461538,13,7,4,2,1,1,0,2,11,10,5,6,6,3,2,1,0,0,0,1,6,6,3,4
2002272,2002/2003,22/02/2003,Chelsea,Blackburn,2,1.566571429,3.407142857,5.378571429,1.777777778,1.37037037,0.481481481,0.333333333,0.333333333,0.37037037,0.185185185,0.296296296,1.777777778,1.185185185,1,1.148148148,2.153846154,1.076923077,0.615384615,0.230769231,0.307692308,0.384615385,0.076923077,0.384615385,2.076923077,1,0.769230769,1.307692308,10,5,3,1,1,2,1,2,12,3,7,6,4,0,1,0,1,0,0,2,4,1,3,5
2002273,2002/2003,22/02/2003,Everton,Southampton,1,1.894571429,3.207142857,3.578571429,1.666666667,1.444444444,0.481481481,0.37037037,0.222222222,0.333333333,0.296296296,0.296296296,1.296296296,1.037037037,1.185185185,0.962962963,2.153846154,1,0.615384615,0.230769231,0.307692308,0.307692308,0.076923077,0.461538462,1.538461538,0.769230769,0.923076923,1.153846154,9,4,3,1,0,1,2,3,10,3,8,6,6,3,2,1,0,0,0,1,4,1,1,1
2002274,2002/2003,22/02/2003,Leeds,Newcastle,2,2.485714286,3.185714286,2.5,1.259259259,1.884615385,0.37037037,0.576923077,0.148148148,0.153846154,0.481481481,0.269230769,1.259259259,1.615384615,1.259259259,1.230769231,1.307692308,1,0.384615385,0.25,0.153846154,0.25,0.461538462,0.5,1.076923077,1.416666667,1.076923077,2,4,11,1,3,1,2,3,0,4,7,7,3,4,4,1,1,1,1,0,0,1,3,0,2
2002275,2002/2003,22/02/2003,Man City,Arsenal,2,3.919,3.292857143,1.781428571,1.407407407,2.111111111,0.407407407,0.62962963,0.185185185,0.222222222,0.407407407,0.148148148,1.407407407,2.111111111,1.407407407,1.074074074,1.692307692,1.538461538,0.538461538,0.384615385,0.076923077,0.384615385,0.384615385,0.230769231,1.769230769,1.846153846,1.461538462,1.230769231,7,11,2,3,1,2,2,0,8,12,7,5,3,2,1,0,0,2,1,0,5,3,3,3
2002276,2002/2003,22/02/2003,Sunderland,Middlesboro,2,2.532857143,3.114285714,2.503571429,0.703703704,1.192307692,0.148148148,0.307692308,0.259259259,0.269230769,0.592592593,0.423076923,0.666666667,1.153846154,1.555555556,1.153846154,0.846153846,0.384615385,0.230769231,0.076923077,0.153846154,0.153846154,0.615384615,0.769230769,0.615384615,0.384615385,1.307692308,1.076923077,1,2,0,0,1,2,4,3,3,5,10,10,0,1,0,0,0,1,2,1,1,1,4,2
2002277,2002/2003,23/02/2003,Birmingham,Liverpool,1,3.664285714,3.24,1.877428571,0.962962963,1.592592593,0.222222222,0.407407407,0.296296296,0.37037037,0.481481481,0.222222222,0.851851852,1.407407407,1.481481481,0.962962963,1,1.538461538,0.230769231,0.461538462,0.307692308,0.153846154,0.461538462,0.384615385,0.923076923,1.384615385,1.384615385,1.076923077,1,9,0,2,1,3,4,0,4,8,13,4,0,6,0,2,0,0,2,0,1,4,4,0
2002278,2002/2003,23/02/2003,West Brom,West Ham,2,2.354285714,3.164285714,2.657142857,0.777777778,0.740740741,0.185185185,0.148148148,0.222222222,0.296296296,0.592592593,0.555555556,0.740740741,1.037037037,1.518518519,1.925925926,1,0.846153846,0.230769231,0.230769231,0.307692308,0.153846154,0.461538462,0.615384615,0.846153846,1.153846154,1.307692308,2.307692308,5,3,1,1,2,0,2,4,3,5,6,12,1,0,0,0,1,0,1,2,1,2,2,5
2002279,2002/2003,24/02/2003,Tottenham,Fulham,X,1.685285714,3.3,4.497571429,1.555555556,1.222222222,0.444444444,0.333333333,0.222222222,0.222222222,0.333333333,0.444444444,1.481481481,1.148148148,1.37037037,1.259259259,2.076923077,0.538461538,0.615384615,0.076923077,0.230769231,0.307692308,0.153846154,0.615384615,1.923076923,0.923076923,1.230769231,1.769230769,10,9,3,3,1,0,1,2,10,8,6,7,3,0,1,0,0,0,1,2,4,2,2,6
2002280,2002/2003,01/03/2003,Blackburn,Man City,1,1.896857143,3.221428571,3.55,1.428571429,1.357142857,0.357142857,0.392857143,0.357142857,0.178571429,0.285714286,0.428571429,1.214285714,1.392857143,1.142857143,1.535714286,1.642857143,1.142857143,0.428571429,0.285714286,0.357142857,0.285714286,0.214285714,0.428571429,1.357142857,1.071428571,1,1.357142857,7,4,2,1,1,1,2,3,5,7,7,11,4,1,1,0,1,1,0,1,2,1,1,3
2002281,2002/2003,01/03/2003,Fulham,Sunderland,1,1.605714286,3.435714286,4.928571429,1.214285714,0.678571429,0.321428571,0.142857143,0.25,0.25,0.428571429,0.607142857,1.142857143,0.678571429,1.25,1.607142857,1.857142857,0.571428571,0.571428571,0.071428571,0.142857143,0.357142857,0.285714286,0.571428571,1.357142857,0.714285714,0.785714286,1.785714286,7,0,2,0,1,0,2,5,8,4,8,13,6,0,2,0,0,0,0,2,5,2,1,6
2002282,2002/2003,01/03/2003,Middlesboro,Everton,X,2.207142857,3.192857143,2.853571429,1.259259259,1.714285714,0.333333333,0.5,0.259259259,0.214285714,0.407407407,0.285714286,1.222222222,1.321428571,1.148148148,1.178571429,2,1.214285714,0.538461538,0.357142857,0.384615385,0.142857143,0.076923077,0.5,1.923076923,1.071428571,1.230769231,1.428571429,5,12,1,4,2,0,2,1,8,9,10,5,1,3,0,1,1,0,1,1,4,3,7,3
2002283,2002/2003,01/03/2003,Newcastle,Chelsea,1,2.027142857,3.207142857,3.214285714,1.925925926,1.714285714,0.592592593,0.464285714,0.148148148,0.321428571,0.259259259,0.214285714,1.666666667,1.75,1.185185185,1.035714286,2.642857143,1.428571429,0.857142857,0.357142857,0.071428571,0.357142857,0.071428571,0.285714286,1.785714286,1.5,0.571428571,1.214285714,13,7,4,2,1,1,0,2,8,9,1,8,4,3,1,1,1,0,0,1,2,4,1,3
2002284,2002/2003,01/03/2003,Southampton,West Brom,1,1.556857143,3.421428571,5.478571429,1.392857143,0.75,0.357142857,0.178571429,0.321428571,0.214285714,0.321428571,0.607142857,1.035714286,0.75,1,1.535714286,1.857142857,0.571428571,0.5,0.142857143,0.357142857,0.142857143,0.142857143,0.714285714,1.285714286,0.642857143,0.785714286,1.714285714,3,4,1,1,0,1,4,3,2,4,6,8,0,3,0,1,0,0,2,1,0,2,3,4
2002285,2002/2003,01/03/2003,West Ham,Tottenham,1,2.412142857,3.157142857,2.600714286,0.821428571,1.535714286,0.178571429,0.428571429,0.285714286,0.25,0.535714286,0.321428571,1.071428571,1.464285714,1.892857143,1.357142857,0.642857143,1.071428571,0.071428571,0.285714286,0.428571429,0.214285714,0.5,0.5,0.928571429,1.071428571,1.571428571,1.5,6,8,2,2,0,2,3,1,6,7,10,4,3,4,1,1,0,1,1,0,2,2,4,1
2002286,2002/2003,02/03/2003,Arsenal,Charlton,1,1.328571429,4.227571429,8.021428571,2.142857143,1.607142857,0.642857143,0.464285714,0.214285714,0.214285714,0.142857143,0.321428571,2.214285714,1.392857143,1.071428571,1.214285714,2.642857143,1.5,0.857142857,0.428571429,0.071428571,0.214285714,0.071428571,0.357142857,2.357142857,1.142857143,0.928571429,1.142857143,11,15,3,5,2,0,0,0,13,13,6,4,6,6,2,2,0,0,0,0,5,4,2,1
2002287,2002/2003,03/03/2003,Aston Villa,Birmingham,2,1.898285714,3.214285714,3.557142857,1.25,1.035714286,0.357142857,0.25,0.178571429,0.285714286,0.464285714,0.464285714,1.107142857,0.892857143,1.142857143,1.464285714,2,0.928571429,0.642857143,0.214285714,0.071428571,0.285714286,0.285714286,0.5,1.5,0.785714286,0.642857143,1.571428571,6,4,2,1,0,1,3,3,9,6,8,10,3,1,1,0,0,1,1,1,3,3,1,5
2002288,2002/2003,05/03/2003,Man United,Leeds,1,1.405714286,3.85,6.857142857,1.964285714,1.214285714,0.571428571,0.357142857,0.25,0.142857143,0.178571429,0.5,1.607142857,1.214285714,0.928571429,1.321428571,2.5,1.214285714,0.785714286,0.357142857,0.142857143,0.142857143,0.071428571,0.5,1.857142857,1.428571429,0.642857143,1.428571429,11,4,3,1,2,1,0,3,7,3,3,8,4,0,1,0,1,0,0,2,3,2,2,5
2002289,2002/2003,05/03/2003,Middlesboro,Newcastle,1,2.781428571,3.192857143,2.25,1.25,1.964285714,0.321428571,0.607142857,0.285714286,0.142857143,0.392857143,0.25,1.214285714,1.678571429,1.142857143,1.178571429,1.928571429,1.153846154,0.5,0.307692308,0.428571429,0.230769231,0.071428571,0.461538462,1.857142857,1.538461538,1.214285714,1.846153846,5,13,1,4,2,1,2,0,7,8,9,2,1,6,0,2,1,0,1,0,3,4,6,0
2002290,2002/2003,08/03/2003,Liverpool,Bolton,1,1.451142857,3.707142857,6.357142857,1.535714286,0.928571429,0.392857143,0.178571429,0.357142857,0.392857143,0.25,0.428571429,1.392857143,1.107142857,1,1.607142857,1.642857143,0.714285714,0.357142857,0.142857143,0.571428571,0.285714286,0.071428571,0.571428571,1.428571429,0.857142857,0.857142857,1.714285714,8,5,2,1,2,2,1,2,8,7,5,7,2,1,0,0,2,1,0,1,3,1,3,2
2002291,2002/2003,15/03/2003,Aston Villa,Man United,2,4.358571429,3.292857143,1.721428571,1.206896552,2,0.344827586,0.586206897,0.172413793,0.24137931,0.482758621,0.172413793,1.068965517,1.620689655,1.172413793,0.931034483,1.866666667,1.428571429,0.6,0.357142857,0.066666667,0.357142857,0.333333333,0.285714286,1.4,1.357142857,0.733333333,1.214285714,6,11,2,3,0,2,3,0,9,7,9,3,3,4,1,1,0,1,1,0,3,2,2,1
2002292,2002/2003,15/03/2003,Blackburn,Arsenal,1,3.85,3.264285714,1.82,1.482758621,2.172413793,0.379310345,0.655172414,0.344827586,0.206896552,0.275862069,0.137931034,1.206896552,2.206896552,1.103448276,1.034482759,1.733333333,1.642857143,0.466666667,0.428571429,0.333333333,0.357142857,0.2,0.214285714,1.333333333,2.071428571,0.933333333,1.214285714,9,11,3,3,0,2,2,0,5,12,6,5,6,4,2,1,0,1,0,0,2,6,0,2
2002293,2002/2003,15/03/2003,Charlton,Newcastle,2,2.612857143,3.135714286,2.411428571,1.551724138,1.896551724,0.448275862,0.586206897,0.206896552,0.137931034,0.344827586,0.275862069,1.344827586,1.620689655,1.24137931,1.172413793,1.714285714,1.071428571,0.5,0.285714286,0.214285714,0.214285714,0.285714286,0.5,1.642857143,1.428571429,1.285714286,1.785714286,12,10,4,3,0,1,1,1,9,7,4,3,6,3,2,1,0,0,0,1,5,3,1,1
2002294,2002/2003,15/03/2003,Everton,West Ham,X,1.694285714,3.321428571,4.391428571,1.689655172,0.896551724,0.482758621,0.206896552,0.24137931,0.275862069,0.275862069,0.517241379,1.310344828,1.103448276,1.172413793,1.827586207,2.214285714,1,0.642857143,0.285714286,0.285714286,0.142857143,0.071428571,0.571428571,1.571428571,1.214285714,0.928571429,2.214285714,10,9,3,3,1,0,1,2,8,6,5,6,6,3,2,1,0,0,0,1,4,2,1,2
2002295,2002/2003,15/03/2003,Fulham,Southampton,X,2.142857143,3.214285714,2.951428571,1.275862069,1.448275862,0.344827586,0.379310345,0.24137931,0.310344828,0.413793103,0.310344828,1.137931034,1.034482759,1.206896552,0.965517241,1.933333333,0.928571429,0.6,0.214285714,0.133333333,0.285714286,0.266666667,0.5,1.333333333,0.785714286,0.733333333,1.214285714,10,6,3,2,1,0,1,3,8,3,4,5,6,0,2,0,0,0,0,2,4,1,0,3
2002296,2002/2003,15/03/2003,Leeds,Middlesboro,2,2.064285714,3.221428571,3.102857143,1.172413793,1.310344828,0.344827586,0.344827586,0.137931034,0.275862069,0.517241379,0.379310345,1.206896552,1.206896552,1.344827586,1.103448276,1.214285714,0.571428571,0.357142857,0.142857143,0.142857143,0.142857143,0.5,0.714285714,1,0.571428571,1.214285714,1.071428571,3,8,1,2,0,2,4,1,4,8,10,8,3,4,1,1,0,1,1,0,1,4,3,2
2002297,2002/2003,15/03/2003,Sunderland,Bolton,2,2.25,3.178571429,2.8,0.655172414,0.896551724,0.137931034,0.172413793,0.24137931,0.379310345,0.620689655,0.448275862,0.655172414,1.068965517,1.586206897,1.620689655,0.785714286,0.666666667,0.214285714,0.133333333,0.142857143,0.266666667,0.642857143,0.6,0.642857143,0.8,1.428571429,1.733333333,0,5,0,1,0,2,5,2,3,7,12,8,0,1,0,0,0,1,2,1,2,1,6,3
2002298,2002/2003,16/03/2003,Man City,Birmingham,1,1.812857143,3.271428571,3.814285714,1.310344828,1.103448276,0.379310345,0.275862069,0.172413793,0.275862069,0.448275862,0.448275862,1.344827586,0.931034483,1.517241379,1.413793103,1.571428571,1.066666667,0.5,0.266666667,0.071428571,0.266666667,0.428571429,0.466666667,1.714285714,0.866666667,1.714285714,1.466666667,4,6,1,2,1,0,3,3,7,7,10,9,0,3,0,1,0,0,2,1,2,4,7,4
2002299,2002/2003,16/03/2003,Tottenham,Liverpool,2,2.485714286,3.164285714,2.518571429,1.482758621,1.586206897,0.413793103,0.413793103,0.24137931,0.344827586,0.344827586,0.24137931,1.413793103,1.413793103,1.379310345,0.965517241,2,1.428571429,0.571428571,0.428571429,0.285714286,0.142857143,0.142857143,0.428571429,1.857142857,1.357142857,1.214285714,1.142857143,5,8,1,2,2,2,2,1,6,9,6,5,4,3,1,1,1,0,0,1,5,4,2,2
2002300,2002/2003,16/03/2003,West Brom,Chelsea,2,4.198571429,3.271428571,1.738571429,0.724137931,1.655172414,0.172413793,0.448275862,0.206896552,0.310344828,0.620689655,0.24137931,0.724137931,1.724137931,1.517241379,1.068965517,0.928571429,1.333333333,0.214285714,0.333333333,0.285714286,0.333333333,0.5,0.333333333,0.857142857,1.466666667,1.357142857,1.266666667,4,7,1,2,1,1,3,2,4,9,8,8,1,3,0,1,1,0,1,1,2,4,3,3
2002301,2002/2003,22/03/2003,Birmingham,West Brom,1,1.790428571,3.214285714,4.03,1.066666667,0.7,0.266666667,0.166666667,0.266666667,0.2,0.466666667,0.633333333,0.9,0.7,1.4,1.533333333,1.142857143,0.533333333,0.285714286,0.133333333,0.285714286,0.133333333,0.428571429,0.733333333,1,0.6,1.357142857,1.666666667,6,1,2,0,0,1,3,4,5,2,6,9,3,0,1,0,0,0,1,2,3,0,4,4
2002302,2002/2003,22/03/2003,Chelsea,Man City,1,1.535857143,3.471428571,5.542857143,1.7,1.366666667,0.466666667,0.4,0.3,0.166666667,0.233333333,0.433333333,1.733333333,1.333333333,1.033333333,1.466666667,2,1.066666667,0.571428571,0.266666667,0.285714286,0.266666667,0.142857143,0.466666667,2,1,0.857142857,1.333333333,7,4,2,1,1,1,2,3,8,4,6,9,1,1,0,0,1,1,1,1,2,1,3,2
2002303,2002/2003,22/03/2003,Man United,Fulham,1,1.259428571,4.75,9.214285714,2.033333333,1.266666667,0.6,0.333333333,0.233333333,0.266666667,0.166666667,0.4,1.6,1.166666667,0.9,1.233333333,2.533333333,0.571428571,0.8,0.071428571,0.133333333,0.357142857,0.066666667,0.571428571,1.866666667,0.928571429,0.666666667,1.714285714,11,11,3,3,2,2,0,0,6,9,3,4,4,1,1,0,1,1,0,1,3,2,2,3
2002304,2002/2003,22/03/2003,Middlesboro,Charlton,X,1.879714286,3.228571429,3.607142857,1.366666667,1.5,0.366666667,0.433333333,0.266666667,0.2,0.366666667,0.366666667,1.266666667,1.3,1.133333333,1.266666667,2,1.4,0.533333333,0.4,0.4,0.2,0.066666667,0.4,1.8,1.066666667,1.133333333,1.2,11,9,3,3,2,0,0,2,9,8,5,6,4,3,1,1,1,0,0,1,2,3,1,3
2002305,2002/2003,22/03/2003,Newcastle,Blackburn,1,1.626571429,3.321428571,5.071428571,1.933333333,1.533333333,0.6,0.4,0.133333333,0.333333333,0.266666667,0.266666667,1.633333333,1.233333333,1.133333333,1.066666667,2.666666667,1.214285714,0.866666667,0.285714286,0.066666667,0.357142857,0.066666667,0.357142857,1.8,1.071428571,0.6,1.285714286,10,12,3,4,1,0,1,1,8,6,3,4,4,3,1,1,1,0,0,1,3,2,2,4
2002306,2002/2003,22/03/2003,Southampton,Aston Villa,X,1.818571429,3.228571429,3.904285714,1.433333333,1.166666667,0.366666667,0.333333333,0.333333333,0.166666667,0.3,0.5,1.066666667,1.033333333,1,1.166666667,1.933333333,0.5,0.533333333,0.071428571,0.333333333,0.285714286,0.133333333,0.642857143,1.266666667,0.714285714,0.733333333,1.642857143,4,3,1,1,1,0,3,4,4,4,7,8,3,0,1,0,0,0,1,2,1,1,2,5
2002307,2002/2003,22/03/2003,West Ham,Sunderland,1,1.637714286,3.442857143,4.621428571,0.9,0.633333333,0.2,0.133333333,0.3,0.233333333,0.5,0.633333333,1.066666667,0.633333333,1.766666667,1.6,0.8,0.533333333,0.133333333,0.066666667,0.4,0.333333333,0.466666667,0.6,1,0.666666667,1.466666667,1.733333333,7,0,2,0,1,0,2,5,4,3,5,13,3,0,1,0,0,0,1,2,2,1,3,5
2002308,2002/2003,23/03/2003,Arsenal,Everton,1,1.403428571,3.842857143,7.285714286,2.1,1.666666667,0.633333333,0.466666667,0.2,0.266666667,0.166666667,0.266666667,2.133333333,1.266666667,1.066666667,1.133333333,2.666666667,1.2,0.866666667,0.333333333,0.066666667,0.2,0.066666667,0.466666667,2.333333333,1.066666667,0.866666667,1.4,10,8,3,2,1,2,1,1,10,6,5,4,6,1,2,0,0,1,0,1,4,2,1,3
2002309,2002/2003,23/03/2003,Liverpool,Leeds,1,1.558,3.421428571,5.507142857,1.633333333,1.133333333,0.433333333,0.333333333,0.333333333,0.133333333,0.233333333,0.533333333,1.466666667,1.233333333,1,1.4,1.733333333,1.133333333,0.4,0.333333333,0.533333333,0.133333333,0.066666667,0.533333333,1.466666667,1.4,0.8,1.466666667,10,3,3,1,1,0,1,4,10,4,5,10,4,0,1,0,1,0,0,2,3,1,1,4
2002310,2002/2003,24/03/2003,Bolton,Tottenham,1,2.328571429,3.192857143,2.667142857,0.966666667,1.433333333,0.2,0.4,0.366666667,0.233333333,0.433333333,0.366666667,1.1,1.433333333,1.566666667,1.433333333,1.142857143,1,0.214285714,0.266666667,0.5,0.2,0.285714286,0.533333333,1.357142857,1,1.5,1.533333333,8,5,2,1,2,2,1,2,8,8,6,8,4,1,1,0,1,1,0,1,5,1,3,3
2002311,2002/2003,05/04/2003,Aston Villa,Arsenal,X,4.485714286,3.3,1.689857143,1.161290323,2.129032258,0.322580645,0.64516129,0.193548387,0.193548387,0.483870968,0.161290323,1.064516129,2.129032258,1.193548387,1.064516129,1.75,1.533333333,0.5625,0.4,0.0625,0.333333333,0.375,0.266666667,1.3125,1.933333333,0.75,1.266666667,1,10,0,3,1,1,4,1,3,10,10,5,0,3,0,1,0,0,2,1,0,5,3,3
2002312,2002/2003,05/04/2003,Bolton,Man City,1,2.142857143,3.214285714,2.942857143,1.032258065,1.322580645,0.225806452,0.387096774,0.35483871,0.161290323,0.419354839,0.451612903,1.096774194,1.290322581,1.516129032,1.580645161,1.266666667,1,0.266666667,0.25,0.466666667,0.25,0.266666667,0.5,1.333333333,0.9375,1.4,1.5625,8,4,2,1,2,1,1,3,5,3,4,12,4,0,1,0,1,0,0,2,2,0,1,6
2002313,2002/2003,05/04/2003,Charlton,Leeds,2,2.016857143,3.214285714,3.235714286,1.483870968,1.096774194,0.419354839,0.322580645,0.225806452,0.129032258,0.35483871,0.548387097,1.290322581,1.225806452,1.258064516,1.451612903,1.6,1.0625,0.466666667,0.3125,0.2,0.125,0.333333333,0.5625,1.533333333,1.375,1.333333333,1.5625,7,3,2,1,1,0,2,4,6,5,6,11,3,0,1,0,0,0,1,2,3,2,2,5
2002314,2002/2003,05/04/2003,Man United,Liverpool,1,1.757714286,3.228571429,4.287,2.064516129,1.677419355,0.612903226,0.451612903,0.225806452,0.322580645,0.161290323,0.225806452,1.64516129,1.516129032,0.870967742,1,2.5625,1.533333333,0.8125,0.466666667,0.125,0.133333333,0.0625,0.4,1.9375,1.466666667,0.625,1.2,11,10,3,3,2,1,0,1,8,10,3,6,6,3,2,1,0,0,0,1,5,4,1,4
2002315,2002/2003,05/04/2003,Middlesboro,West Brom,1,1.489571429,3.578571429,5.928571429,1.35483871,0.677419355,0.35483871,0.161290323,0.290322581,0.193548387,0.35483871,0.64516129,1.258064516,0.677419355,1.129032258,1.516129032,1.9375,0.5,0.5,0.125,0.4375,0.125,0.0625,0.75,1.75,0.5625,1.125,1.625,11,0,3,0,2,0,0,5,9,1,5,9,4,0,1,0,1,0,0,2,2,0,1,2
2002316,2002/2003,05/04/2003,Southampton,West Ham,X,2.021428571,3.2,3.221428571,1.419354839,0.967741935,0.35483871,0.225806452,0.35483871,0.290322581,0.290322581,0.483870968,1.096774194,1.096774194,1.032258065,1.709677419,1.875,1,0.5,0.266666667,0.375,0.2,0.125,0.533333333,1.3125,1.133333333,0.8125,2.066666667,5,10,1,3,2,1,2,1,6,6,7,2,4,4,1,1,1,1,0,0,3,2,2,1
